,product_id,product_name,aisle_id,department_id,suggested_products,suggested_prod_id,suggested_department,suggested_aisle
857,858,pomegranate coconut sparkling probiotic drink,31,7,"strawberry pomegranate,coconut,pomegranate,coconut drink,sparkling","[920,584,670,456,858]","[16,16,16,,7,,7]","[120,120,,91,,77,,31]"
858,859,2 ply everyday napkins,54,17,"lemon gingersnap,chilpotles adobo,kombucha,everyday mega pack paper plates,everyday detox dandelion","[330,335,428,279,859]","[,6,,7,17,,7,17]","[,30,,31,111,,94,,54]"
859,860,chicago steak chop cracked pepper garlic blend,104,13,"california blend,skirt steak,t bone steak,tofu gluten garlic pepper,uncured cracked pepper beef","[692,175,904,,93,860]","[12,12,20,19,13]","[122,122,,14,,23,104]"
860,861,every woman multivitamin,47,11,"creamline wild,eco pac kamut puffs cereal,creations four,disinfectant spray cherry blossom pomegranate scent,apricots","[,340,,341,,328,1000,,861]","[14,,9,17,10,11]","[121,,,9,101,,18,,47]"
861,862,unsweetened original soy non dairy beverage,91,16,"candy original,original turkey,breeze unsweetened coconut blend,creamy soy frozen dessert,non fat on the bottom greek","[176,738,975,264,862]","[20,16,,1,16,16]","[,96,,91,,37,120,,91]"
862,863,artihearts fresh grilled artichokes,123,4,"fresh scent dishwasher detergent dawn,garlic herb fresh goat,fresh scent dishwasher cleaner,fresh oj,grilled asparagus","[421,,14,628,857,863]","[16,17,,7,,4,,4]","[,21,,74,,98,123,123]"
863,864,stainless steel strainer,10,17,"chilpotles adobo,grassmilk,basil daly soap,apricots,quick cooking steel cut oats","[,329,,333,1000,,697,,864]","[16,11,10,14,17]","[,84,,25,,18,130,,10]"
864,865,automatic toilet bowl cleaner bleach blue rain clean scent pack,114,17,"automatic dish packs lemon verbena scent,floor care tile vinyl floor finish clean scent,fresh scent dishwasher cleaner,thick gel toilet bowl cleaner,automatic toilet bowl cleaner bleach","[599,,14,786,980,865]","[17,17,17,17,17]","[114,,74,114,114,114]"
865,866,flavor fiber banana walnut,3,19,"high fiber tomato basil soup,salted caramel lean protein fiber,protein shake banana creme,banana chip,fiber blend","[,25,911,602,767,866]","[19,,7,,1,,1,19]","[,,3,,64,,52,116,,,3]"
866,867,no wax floss classic 490,20,11,"classic caraway kraut,classic microwave popcorn,classic original hummus,mint dental floss,classic coke","[764,544,291,649,867]","[19,20,11,,7,11]","[23,67,20,77,20]"
867,868,cleanse replenish 2 1 shampoo,22,11,"tree replenishing shampoo,biotin collagen shampoo,lasting color shampoo,daily moisture shampoo,shampoo baby shampoo","[523,,55,498,956,868]","[11,11,11,18,11]","[,22,,22,,22,102,,22]"
868,869,mango mania zfruit and veggie rope,3,19,"soft eating mango flavor liquorice,veggie style mini corn dogs,blitz veggie smoothie mashups,ranch veggie dip,peach mango juice","[325,,94,147,,11,869]","[,1,18,20,,7,19]","[42,92,67,31,,3]"
869,870,just salad,50,19,"greener selection salad,salad gummi candy,italian pasta salad,100 natural just peaches,arugula salad","[776,209,465,142,870]","[19,20,19,,4,19]","[,45,,,1,,50,123,,50]"
870,871,rose apricot hair,22,11,"medium to firm hold hair styling foam,sa extra hold mousse hair styling,cat treats hair ball control,mirabelle brut rose,apricot roll","[,51,779,,52,919,871]","[11,,8,,5,19,11]","[,22,,41,134,,50,,22]"
871,872,power greens,31,7,"chilpotles adobo,kombucha,apricots,ultra power plus laundry detergent 54 loads,vegetable greens greens juice blend","[,335,1000,,443,,253,,872]","[,7,10,17,,7,,7]","[31,18,75,31,31]"
872,873,graduates lil' meals spaghetti rings meat,92,18,"beef strips portabella complete meals,multigrain spaghetti style pasta,spaghetti style pasta,thick zesty spaghetti,graduates lil' entrees spiral pasta turkey meat green yellow beans","[375,,33,600,309,873]","[,9,,9,13,18,18]","[131,131,104,,92,,92]"
873,874,cherry pie,8,3,"roarin' waters wild cherry water beverage,sore throat wild cherry lozenges,yellow cherry tomato,vegetable pie a pocket sandwich,vegetable pot pie","[461,494,932,258,874]","[11,,4,,1,,1,,3]","[11,83,38,38,,8]"
874,875,ginger berry kombucha,31,7,"jasmine unfiltered ginger ale,saucy ginger mandarin dressing,rio berry,black currant kombucha,kombucha","[898,266,336,335,875]","[13,,7,,7,,7,,7]","[89,64,31,31,31]"
875,876,vitamin b6 100 mg,47,11,"100 wheat rigatoni,aspirin 325 mg,pink vitamin c 1000 mg pink lemonade drink,vitamin c 1000 mg tropical drink dietary supplement,vitamin c formula 1000 mg vegetarian tablets","[499,408,366,715,876]","[11,11,11,11,11]","[133,,47,,47,,47,,47]"
876,877,ultra filtered,84,16,"mega shower foamer ultra cling trigger,ultra 7 inch polypropylene traditional plates,ultra thin super long wings pads,ultra antibacterial dish liquid,ultra thin pastrami","[,71,654,,38,403,877]","[17,11,21,20,16]","[111,126,100,,96,,84]"
877,878,moisturizing lavender body wash,25,11,"even bright pink lemon and mandarin orange body wash,refreshing ocean breeze body wash,for men odor armor body wash,antioxidant cranberry body wash,lavender body wash","[823,296,441,474,878]","[11,11,11,11,11]","[127,127,,25,,25,,25]"
878,879,baby dry diapers size 4,56,18,"pear and baby breakfast,snack size candy,swaddlers diapers jumbo pack size newborn,cruisers diapers jumbo pack size 5,overnight diapers size 6","[630,765,682,,15,879]","[19,18,18,18,18]","[45,56,56,56,56]"
879,880,smooth move chamomile laxative bags,94,7,"superflower hibiscus caffeine bags,butterfinger smooth crunchy peanut cups,chai bags,snack bags,chamomile lemon","[936,281,274,,97,880]","[19,,7,17,,7,,7]","[45,94,87,94,94]"
880,881,heavy duty scrub sponges,114,17,"raspberry fig bars,lemon gingersnap,chilpotles adobo,purifying daily detox scrub,non scratch scrub sponges","[331,330,133,500,881]","[19,,6,11,17,17]","[,61,,30,109,114,114]"
881,882,fingerling potato,83,4,"malt vinegar sea salt kettle cooked potato chips,banana sweet potato teething wafers,yukon gold potato bag,chile con queso potato crisps,garnet sweet potato yam","[,63,391,851,581,882]","[18,,4,19,,4,,4]","[,92,,83,107,,83,,83]"
882,883,peanut chip,3,19,"gluten all natural chip cookies,coconut chip energy,peanut bars,peanut cereal,banana chip","[,77,985,,34,602,883]","[19,19,14,,1,19]","[,,3,,,3,121,,52,,,3]"
883,884,dried parsley flakes,104,13,"freeze dried edamame veggie snack,cranberry clusters dried cranberries,coarse grind garlic powder parsley blend,dried sweetened cranberries,dried cranberries","[549,144,248,775,884]","[19,13,19,19,13]","[125,104,117,117,104]"
884,885,lunchmakers pizza pepperoni nestle crunch,13,20,"pizza for one suprema frozen pizza,thin crust pepperoni pesto pizza,thin crispy crust pepperoni pizza,cracker crunchers bologna nestle butterfinger lunchmakers,pepperoni party pizza","[992,571,947,743,885]","[,1,,1,20,,1,20]","[79,79,13,79,13]"
885,886,grain salad roasted pecans mango vinaigrette,1,20,"grain linguine pasta,peach mango juice,arugula salad,just salad,roasted garlic vinaigrette dressing","[,11,142,870,962,886]","[,7,,4,19,13,20]","[,31,123,,50,,89,,,1]"
886,887,creamy supreme buttercream frosting,97,13,"creamy sugar powder coffee creamer,creamy danish blue wedge,creamy soy frozen dessert,creamy italian dressing marinade,supreme pretzel crackers","[545,975,315,615,887]","[16,,1,13,19,13]","[,21,,37,,89,107,,97]"
887,888,clean freak refreshing dry shampoo,22,11,"dry roasted pistachios,daily moisture shampoo,super dry beer,refreshing ocean breeze body wash,shampoo baby shampoo","[498,379,823,956,888]","[11,,5,11,18,11]","[,22,,27,127,102,,22]"
888,889,oatnut bread,112,3,"injera flat bread,sprouted barley bread,bread healthy grain,asiago bread,sunflower bread","[108,101,856,346,889]","[,3,,3,16,,3,,3]","[112,112,,21,112,112]"
889,890,diced tomatoes,81,15,"fancy diced hot chilies,diced pancetta,tomatillos tomatoes,mild diced tomatoes green chilis,100 diced tomatoes","[990,752,993,405,890]","[20,,6,15,15,15]","[96,30,81,81,81]"
890,891,liquid water enhance ice van java,100,21,"salted caramel ice,pompelmo water,french ice,ice cookies,liquid water enhancer peach green ginseng honey","[491,276,431,464,891]","[21,,1,,1,,7,21]","[100,,37,,37,,90,100]"
891,892,white lavender probiotic kefir water no 2,94,7,"lavender body wash,albacore chunk white tuna water,white chili,lowfat pomegranate acai kefir probiotic cultured smoothie,lowfat raspberry kefir probiotic cultured smoothie","[827,448,515,486,892]","[15,15,16,16,,7]","[,95,,59,120,120,,94]"
892,893,vitamin e oil 45 000 iu,109,11,"vitamin b6 100 mg,dry nose oil,argan oil of morocco renewing weightless healing dry oil hair oil,fish oil vitamin d 1000mg,dailyfoods vitamin d 3 2000 iu","[,,6,214,905,596,893]","[11,11,11,11,11]","[,11,,22,,47,,47,109]"
893,894,greek 100 calories fat,120,16,"plain greek goat,98 fat of soup,plain fat,honey greek,non fat on the bottom greek","[621,953,459,264,894]","[15,16,16,16,16]","[,69,120,120,120,120]"
894,895,yokids squeeze blue,120,16,"blue corn sea salt tortilla chips,3 seed blue corn dipping chips,creamy danish blue wedge,blue bottle coffee frozen,squeeze","[225,545,232,820,895]","[19,16,,1,13,16]","[107,,21,,37,,88,120]"
895,896,children's bubblegum flavor suspension,11,11,"flavor fiber banana walnut,flavor pan popcorn,alcohol maple flavor,brownie flavor protein,lemonade flavor drink","[771,526,387,763,896]","[19,13,19,,7,11]","[,23,104,,,3,,90,,11]"
896,897,pearl active duopack tampons,126,11,"lemon gingersnap,apricots,super plus cardboard applicator unscented tampons,unscented regular sleek tampons,white pearl onions","[1000,,411,,708,,,31,,897]","[10,11,11,,4,11]","[,18,126,126,123,126]"
897,898,saucy ginger mandarin dressing,89,13,"roasted garlic vinaigrette dressing,even bright pink lemon and mandarin orange body wash,jasmine unfiltered ginger ale,dressing bleu,ginger berry kombucha","[376,,73,163,875,898]","[11,,7,13,,7,13]","[127,,77,,89,,31,,89]"
898,899,colby jack slices,21,16,"eco pac kamut puffs cereal,creations four,apricots,american slices,colby jack mild cheddar combo pack","[,341,1000,,516,,352,,899]","[,9,10,16,16,16]","[,9,18,21,21,21]"
899,900,fava crisps santa barbara ranch,107,19,"chile con queso potato crisps,opa greek ranch dressing,spicy jalapeno ranch popcorn,ranch veggie dip,the santa cruz burrito","[392,822,147,669,900]","[13,19,20,,1,19]","[,89,,23,,67,,38,107]"
900,901,dark peanut candy,45,19,"kisses candy,peanut chip,peanut bars,peanut cereal,candy original","[883,985,,34,303,901]","[19,19,14,19,19]","[,,3,,,3,121,,45,,45]"
901,902,baked rice crisps sour wasabi medium,78,19,"wild rice blend,medium spicy simmer,country style baked beans,rice vinegar,perfectly thymed pita crisps baked","[191,181,,95,247,902]","[,9,15,,6,19,19]","[,,9,,59,,66,107,,78]"
902,903,gluten sugar cones,103,19,"sugar mint patties,gluten rustica pizza,gluten muffin,sugar cookies,gluten sugar cookie","[414,235,576,847,903]","[,1,13,19,13,19]","[,79,105,,61,105,103]"
903,904,tofu gluten garlic pepper,14,20,"garlic naan,red sweet mini pepper,gluten muffin,chicago steak chop cracked pepper garlic blend,silken tofu","[991,235,860,616,904]","[21,13,13,20,20]","[100,105,104,,14,,14]"
904,905,fish oil vitamin d 1000mg,47,11,"vitamin b6 100 mg,dry nose oil,israeli style gefilte fish,argan oil of morocco renewing weightless healing dry oil hair oil,vitamin e oil 45 000 iu","[,,6,192,214,893,905]","[11,,6,11,11,11]","[,11,,33,,22,109,,47]"
905,906,chamomilla 30 c,47,11,"eco pac kamut puffs cereal,creations four,complete health deboned meal and rice cat food,peeled baby carrots,scars spf 30","[341,342,343,719,906]","[,9,,8,,4,11,11]","[,,9,,41,123,118,,47]"
906,907,premium sliced bacon,106,12,"dip sliced apples,sliced kosher salami,sliced onion bagels,premium apple juice,sliced american","[374,836,935,769,907]","[20,,3,,7,16,12]","[,96,,93,,98,,21,106]"
907,908,onion herb salt seasoning blend,104,13,"all seasons salt,thick cut italian 7 herb blend crispbreads,steakhouse onion burger garlic seasoning,nature's seasons seasoning blend,salt seasoning","[841,171,240,463,908]","[19,13,13,13,13]","[,78,,,5,104,104,104]"
908,909,calcium magnesium citrate plus vitamin d3 natural mixed berry flavor,47,11,"calcium lime rust remover,rio berry,vitamin d3 1000 i u vegetable capsules,vitamin d3 cholecalciferol softgels,magnesium citrate caplets","[266,805,951,943,909]","[,7,11,11,11,11]","[64,47,47,47,47]"
909,910,nutri grain harvest hearty breakfast bars country strawberry,48,14,"strawberry pomegranate,strawberry pomegranate,vegetable hearty garden soup,hearty garden vegetable soup,peanut bars","[132,690,626,985,910]","[16,21,15,19,14]","[120,100,,69,,,3,,48]"
910,911,protein shake banana creme,64,7,"honey protein,banana chip,high protein light shake,protein,fuel high protein shake","[602,832,406,795,911]","[,1,11,19,11,,7]","[52,65,,3,65,64]"
911,912,mushroom stems pieces water,81,15,"wild chanterelle mushroom ravioli,gluten quinoa three mushroom blend,pompelmo water,porcini mushroom risotto,halves pieces walnuts","[,19,491,685,168,912]","[,9,21,,9,13,15]","[,63,100,,,4,,17,,81]"
912,913,dry pasta lasagne,131,9,"roasted garlic pasta,dry roasted pistachios,super dry beer,linguine no 7 pasta,linguine pasta","[304,379,972,424,913]","[19,,5,,9,,9,,9]","[117,,27,131,131,131]"
913,914,cold cough formula effervescent tablets citrus,11,11,"cold remedy quick dissolve tablets cherry flavor,dual action beta immune and anti oxidant effervescent citrus,prenatal one tablets,vitamin c formula 1000 mg vegetarian tablets,day and night multi symptom and severe cold cough pain reliever fever reducer","[413,645,715,361,914]","[11,11,11,11,11]","[11,47,47,11,11]"
914,915,ultra soft strong double roll bath tissue,54,17,"ultra thin pastrami,ultra filtered,double berry cheesecake,bathroom tissue,apricot roll","[877,672,940,919,915]","[16,,1,17,19,17]","[84,37,54,50,54]"
915,916,majestic roast ground coffee,26,7,"ground turkey chub,coffee liqueur,direct trade el diablo dark roast bean coffee,iced coffee,jet fuel dark roast bean coffee","[522,712,,69,700,916]","[5,7,7,7,7]","[124,,26,,26,,26,,26]"
916,917,all time great's candy assortment,45,19,"dark peanut candy,kisses candy,candy original,cocktail time hummus,hearts assortment","[184,303,687,833,917]","[19,19,20,19,19]","[45,45,67,45,45]"
917,918,light brie soft ripened mini wheel,2,16,"mini homestyle waffles,wheat mini toasts,light and fluffy pancake,light string,light strawberry","[681,565,852,,,9,918]","[19,14,16,16,16]","[,78,130,,21,120,,,2]"
918,919,apricot roll,50,19,"eco pac kamut puffs cereal,grassmilk,apricots,ultra soft strong double roll bath tissue,rose apricot hair","[,329,1000,,915,,871,,919]","[16,10,17,11,19]","[84,18,54,22,50]"
919,920,coconut,120,16,"gluten cereal coconut maple,pure coconut water orange,raw coconut aminos,coconut chip energy,coconut drink","[,,7,742,,77,670,920]","[,7,13,19,16,16]","[,98,,72,,,3,,91,120]"
920,921,black salt caramel dark,45,19,"spread dark,all seasons salt,black peppercorns,salt seasoning,caramel","[,,2,481,463,275,921]","[13,13,13,19,19]","[104,104,104,103,,45]"
921,922,chipotle roasted garlic seasoning,104,13,"chips onion chipotle garlic,cheesy creations roasted garlic parmesan,steakhouse onion burger garlic seasoning,roasted garlic vinaigrette dressing,roasted garlic pasta","[,60,171,962,244,922]","[,9,13,13,,9,13]","[,,9,,,5,,89,,,9,104]"
922,923,country fresh old fashioned horseradish,88,13,"fresh scent dishwasher cleaner,country stew choice cuts gravy dog food,fresh oj,country style baked beans,old fashioned vegetable beef soup","[485,628,181,466,923]","[,8,,7,15,15,13]","[40,98,59,69,88]"
923,924,2 1 laundry detergent,75,17,"laundry soil stain remover,ultra power plus laundry detergent 54 loads,natural liquid laundry detergent blue eucalyptus and lavender,clear natural laundry detergent for sensitive skin,he turbo powder original laundry detergent","[443,605,204,727,924]","[17,17,17,17,17]","[75,75,75,75,75]"
924,925,southern style diced hash brown potatoes,129,1,"style corn,100 diced tomatoes,gold potatoes,diced pancetta,diced tomatoes","[405,306,990,890,925]","[15,,4,20,15,,1]","[,81,,83,,96,,81,129]"
925,926,crispy thin crust white pizza,79,1,"pizza for one suprema frozen pizza,thin crust pepperoni pesto pizza,ristorante pizza spinaci thin crust pizza,stuffed crust five pizza,thin crispy crust pepperoni pizza","[992,356,269,571,926]","[1,1,1,1,1]","[79,79,79,79,79]"
926,927,cabernet sauvignon central coast 2011,28,5,"raspberry fig bars,lemon gingersnap,apricots,most wanted cabernet sauvignon red wine,cabernet sauvignon california","[,331,1000,,479,,598,,927]","[19,10,,5,,5,,5]","[61,18,28,28,28]"
